ID (REMOVE),SYMBOL,REW (Convert to Numbers),HGNC approved name,Pfam domains,HGNC gene family tag,HGNC gene family description,Function,Modification,Protein complex,Target molecule,Target entity,Product
9757,TRX2,Writer,lysine (K)-specific methyltransferase 2B,"FYRC PF05965 2411-2494, FYRN PF05964 1732-1782, PHD PF00628 1251-1303 1337-1396, Pfam-B_25060 PB025060 1783-1849, Pfam-B_25524 PB025524 1168-1202, Pfam-B_26440 PB026440 701-839, Pfam-B_27348 PB027348 2191-2289, Pfam-B_3353 PB003353 1981-2079, Pfam-B_6332 PB006332 1401-1479, Pfam-B_85509 PB085509 345-387, SET PF00856 2586-2691, zf-CXXC PF02008 958-1005, zf-HC5HC2H PF13771 1608-1686",KMT,Chromatin-modifying enzymes / K-methyltransferases,Histone modification write,Histone methylation,"Menin-associated_HMT, MLL2/3, COMPASS-like MLL3,4",histone,H3K4,H3K4me3
9757,WBP7,Writer,lysine (K)-specific methyltransferase 2B,"FYRC PF05965 2411-2494, FYRN PF05964 1732-1782, PHD PF00628 1251-1303 1337-1396, Pfam-B_25060 PB025060 1783-1849, Pfam-B_25524 PB025524 1168-1202, Pfam-B_26440 PB026440 701-839, Pfam-B_27348 PB027348 2191-2289, Pfam-B_3353 PB003353 1981-2079, Pfam-B_6332 PB006332 1401-1479, Pfam-B_85509 PB085509 345-387, SET PF00856 2586-2691, zf-CXXC PF02008 958-1005, zf-HC5HC2H PF13771 1608-1686",KMT,Chromatin-modifying enzymes / K-methyltransferases,Histone modification write,Histone methylation,"Menin-associated_HMT, MLL2/3, COMPASS-like MLL3,4",histone,H3K4,H3K4me3
10419,PRMT5,Writer,protein arginine methyltransferase 5,"PRMT5 PF05185 181-619, Pfam-B_18578 PB018578 1-49",PRMT,Protein arginine methyltransferases,Histone modification write,Histone methylation,methylosome,histone,"H3R8, H4R3","H3R8me, H4R3me"
10419,HRMT1L5,Writer,protein arginine methyltransferase 5,"PRMT5 PF05185 181-619, Pfam-B_18578 PB018578 1-49",PRMT,Protein arginine methyltransferases,Histone modification write,Histone methylation,methylosome,histone,"H3R8, H4R3","H3R8me, H4R3me"
10419,SKB1,Writer,protein arginine methyltransferase 5,"PRMT5 PF05185 181-619, Pfam-B_18578 PB018578 1-49",PRMT,Protein arginine methyltransferases,Histone modification write,Histone methylation,methylosome,histone,"H3R8, H4R3","H3R8me, H4R3me"
10419,SKB1HS,Writer,protein arginine methyltransferase 5,"PRMT5 PF05185 181-619, Pfam-B_18578 PB018578 1-49",PRMT,Protein arginine methyltransferases,Histone modification write,Histone methylation,methylosome,histone,"H3R8, H4R3","H3R8me, H4R3me"
4297,KMT2A,Reader,lysine (K)-specific methyltransferase 2A,"FYRC PF05965 3666-3749, FYRN PF05964 2023-2073, PHD PF00628 1481-1533 1568-1627, Pfam-B_11202 PB011202 1021-1086, SET PF00856 3840-3945, zf-CXXC PF02008 1147-1194, zf-HC5HC2H PF13771 1900-1978","KMT, PHF","Chromatin-modifying enzymes / K-methyltransferases, Zinc fingers, PHD-type",Histone modification write,Histone methylation,"MLL-HCF, CHD8, COMPASS-like MLL1,2",histone,H3K4,H3K4me
58508,KMT2C,Writer,lysine (K)-specific methyltransferase 2C,"FYRC PF05965 4606-4693, FYRN PF05964 4550-4604, PHD PF00628 390-438 959-1010 1009-1060, Pfam-B_16694 PB016694 2536-2572, Pfam-B_19991 PB019991 1874-1906, Pfam-B_43 PB000043 3044-3095, Pfam-B_49476 PB049476 1-159, SET PF00856 4782-4887, zf-HC5HC2H PF13771 252-331 4429-4507","KMT, PHF","Chromatin-modifying enzymes / K-methyltransferases, Zinc fingers, PHD-type",Histone modification write,Histone methylation,"MLL2/3, COMPASS-like MLL3,4",histone,H3K4,H3K4me
58508,HALR,Writer,lysine (K)-specific methyltransferase 2C,"FYRC PF05965 4606-4693, FYRN PF05964 4550-4604, PHD PF00628 390-438 959-1010 1009-1060, Pfam-B_16694 PB016694 2536-2572, Pfam-B_19991 PB019991 1874-1906, Pfam-B_43 PB000043 3044-3095, Pfam-B_49476 PB049476 1-159, SET PF00856 4782-4887, zf-HC5HC2H PF13771 252-331 4429-4507","KMT, PHF","Chromatin-modifying enzymes / K-methyltransferases, Zinc fingers, PHD-type",Histone modification write,Histone methylation,"MLL2/3, COMPASS-like MLL3,4",histone,H3K4,H3K4me
58508,KIAA1506,Writer,lysine (K)-specific methyltransferase 2C,"FYRC PF05965 4606-4693, FYRN PF05964 4550-4604, PHD PF00628 390-438 959-1010 1009-1060, Pfam-B_16694 PB016694 2536-2572, Pfam-B_19991 PB019991 1874-1906, Pfam-B_43 PB000043 3044-3095, Pfam-B_49476 PB049476 1-159, SET PF00856 4782-4887, zf-HC5HC2H PF13771 252-331 4429-4507","KMT, PHF","Chromatin-modifying enzymes / K-methyltransferases, Zinc fingers, PHD-type",Histone modification write,Histone methylation,"MLL2/3, COMPASS-like MLL3,4",histone,H3K4,H3K4me
58508,MLL3,Writer,lysine (K)-specific methyltransferase 2C,"FYRC PF05965 4606-4693, FYRN PF05964 4550-4604, PHD PF00628 390-438 959-1010 1009-1060, Pfam-B_16694 PB016694 2536-2572, Pfam-B_19991 PB019991 1874-1906, Pfam-B_43 PB000043 3044-3095, Pfam-B_49476 PB049476 1-159, SET PF00856 4782-4887, zf-HC5HC2H PF13771 252-331 4429-4507","KMT, PHF","Chromatin-modifying enzymes / K-methyltransferases, Zinc fingers, PHD-type",Histone modification write,Histone methylation,"MLL2/3, COMPASS-like MLL3,4",histone,H3K4,H3K4me
23774,BRD1,Reader,bromodomain containing 1,"Bromodomain PF00439 571-654, EPL1 PF10513 46-196, PHD_2 PF13831 228-262, PWWP PF00855 927-1042, zf-HC5HC2H_2 PF13832 269-388",#,#,Histone modification read,#,MOZ/MORF,histone,"H3K36me3, H3",#
27154,BRPF3,Reader,"bromodomain and PHD finger containing, 3","Bromodomain PF00439 598-681, EPL1 PF10513 47-194, PHD_2 PF13831 226-260, PWWP PF00855 1074-1189, Pfam-B_5327 PB005327 751-829, zf-HC5HC2H_2 PF13832 267-386",#,#,Histone modification write cofactor,Histone acetylation,MOZ/MORF,histone,#,#
23774,BRPF1,Reader,"bromodomain and PHD finger containing, 1","Bromodomain PF00439 637-720, EPL1 PF10513 105-255, PHD_2 PF13831 287-321, PWWP PF00855 1083-1198, zf-HC5HC2H_2 PF13832 328-447",#,#,Histone modification read,#,MOZ/MORF,histone,H3K36me3,#
23522,KAT6B,Reader,K(lysine) acetyltransferase 6B,"Linker_histone PF00538 106-175, MOZ_SAS PF01853 773-960, PHD PF00628 271-320, Pfam-B_6470 PB006470 1604-1717","KAT, ZC2HC, PHF","Chromatin-modifying enzymes / K-acetyltransferases, Zinc fingers, C2HC-type containing, Zinc fingers, PHD-type",Histone modification write,Histone acetylation,MOZ/MORF,histone,H3,H3ac
7994,KAT6A,Reader,K(lysine) acetyltransferase 6A,"MOZ_SAS PF01853 562-749, PHD PF00628 208-265 264-313, Pfam-B_19382 PB019382 1-84, Pfam-B_21350 PB021350 1011-1048, Pfam-B_25985 PB025985 1056-1116, Pfam-B_3468 PB003468 1648-1699, Pfam-B_6470 PB006470 1487-1601","KAT, ZC2HC, PHF","Chromatin-modifying enzymes / K-acetyltransferases, Zinc fingers, C2HC-type containing, Zinc fingers, PHD-type",Histone modification write,Histone acetylation,MOZ/MORF,histone,"H3, H4","H3ac, H4ac"
3622,ING2,Reader,"inhibitor of growth family, member 2","ING PF12998 26-125, PHD PF00628 214-261",PHF,"Zinc fingers, PHD-type",Histone modification read,#,mSin3A-like complex,histone,H3K4me3,#
8193,DPF1,Reader,"D4, zinc and double PHD fingers family 1","PHD PF00628 256-311 310-368, Pfam-B_77905 PB077905 1-37, Requiem_N PF14051 38-111",PHF,"Zinc fingers, PHD-type",Chromatin remodeling cofactor,#,"nBAF, SWI/SNF BRM-BRG1",chromatin,#,#
11176,BAZ2A,Reader,"bromodomain adjacent to zinc finger domain, 2A","Bromodomain PF00439 1802-1885, DDT PF02791 848-910, MBD PF01429 546-620, PHD PF00628 1678-1726, Pfam-B_14139 PB014139 1518-1541, Pfam-B_1702 PB001702 2-228, Pfam-B_25722 PB025722 1211-1279, Pfam-B_3124 PB003124 701-789 1085-1136, Pfam-B_32186 PB032186 1484-1516, Pfam-B_6766 PB006766 331-489, WHIM1 PF15612 950-999, WHIM3 PF15614 1439-1480",PHF,"Zinc fingers, PHD-type","Chromatin remodeling, Histone modification erase",Histone deacetylation,NoRC,"histone, DNA","H4K16ac, DNA motif","H4K5, H4K8, H4K12"
55274,PHF10,Reader,PHD finger protein 10,"PHD PF00628 379-436 435-481, Pfam-B_1316 PB001316 15-230",PHF,"Zinc fingers, PHD-type",Chromatin remodeling,#,"npBAF, SWI/SNF BRM-BRG1",chromatin,#,#
84148,KAT8,Writer,K(lysine) acetyltransferase 8,"MOZ_SAS PF01853 232-418, Tudor-knot PF11717 55-111","KAT, ZC2HC","Chromatin-modifying enzymes / K-acetyltransferases, Zinc fingers, C2HC-type containing",Histone modification write,Histone acetylation,"NSL, CHD8, MLL2/3, COMPASS-like MLL1,2, MLL4/WBP7",histone,"H2A, H3, H4","H2Aac, H3ac, H4ac"
51230,PHF20,Reader,PHD finger protein 20,"DUF3776 PF12618 173-279, PHD PF00628 654-700, Pfam-B_21846 PB021846 511-589, Pfam-B_23453 PB023453 280-309","TDRD, PHF","Tudor domain containing, Zinc fingers, PHD-type",Histone modification write,Histone acetylation,"NSL, CHD8, MLL2/3, MLL4/WBP7",histone,H4,H4ac
10933,MORF4L1,Reader,mortality factor 4 like 1,"MRG PF05712 166-350, Tudor-knot PF11717 11-53",#,#,Histone modification read,#,NuA4,histone,H4,#
9643,MORF4L2,Reader,mortality factor 4 like 2,"MRG PF05712 93-276, Pfam-B_26706 PB026706 1-39",#,#,Histone modification erase cofactor,Histone acetylation,NuA4,histone,#,#
1108,CHD4,Reader,chromodomain helicase DNA binding protein 4,"CHDCT2 PF08074 1724-1896, CHDNT PF08073 163-217, Chromo PF00385 531-577 622-674, DUF1086 PF06461 1366-1523, DUF1087 PF06465 1289-1353, Helicase_C PF00271 1084-1164, PHD PF00628 372-417 451-496, SNF2_N PF00176 729-1025",PHF,"Zinc fingers, PHD-type",Chromatin remodeling,#,NuRD,DNA,#,#
1107,CHD3,Reader,chromodomain helicase DNA binding protein 3,"CHDCT2 PF08074 1735-1907, CHDNT PF08073 147-201, Chromo PF00385 539-574 631-683, DUF1086 PF06461 1363-1519, DUF1087 PF06465 1293-1357, Helicase_C PF00271 1094-1174, PHD PF00628 381-426 458-503, SNF2_N PF00176 739-1035",PHF,"Zinc fingers, PHD-type",Chromatin remodeling,#,NuRD,DNA,#,#
23028,KDM1A,Eraser,lysine (K)-specific demethylase 1A,"Amino_oxidase PF01593 288-826, SWIRM PF04433 174-264",KDM,Chromatin-modifying enzymes / K-demethylases,Histone modification erase,Histone methylation,"NuRD, BHC, SCL",histone,"H3K4me1, H3K4me2, H3K9me","H3K4, H3K9"
2186,BPTF,Reader,bromodomain PHD finger transcription factor,"Bromodomain PF00439 2936-3019, DDT PF02791 240-300, PHD PF00628 392-437 2869-2918, Pfam-B_14861 PB014861 2113-2229, Pfam-B_26081 PB026081 91-205, Pfam-B_911 PB000911 1922-2111, Pfam-B_94218 PB094218 1-89, WHIM1 PF15612 339-388",PHF,"Zinc fingers, PHD-type",Chromatin remodeling,#,NuRF,chromatin,#,#
6594,SMARCA1,Reader,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1","DBINO PF13892 42-119, HAND PF09110 758-856, Helicase_C PF00271 520-612, SLIDE PF09111 912-1028, SNF2_N PF00176 186-466",#,#,"Chromatin remodeling, Histone modification erase",Histone acetylation,"NuRF, CERF, CERF",chromatin,#,#
55140,ELP3,Writer,elongator acetyltransferase complex subunit 3,"Acetyltransf_1 PF00583 441-536, Pfam-B_13823 PB013823 1-49, Radical_SAM PF04055 96-305","KAT, ELP","Chromatin-modifying enzymes / K-acetyltransferases, Elongator acetyltransferase complex subunits",Histone modification write,Histone acetylation,Pol2 elongator,histone,"H3, H4?",#
55140,KAT9,Writer,elongator acetyltransferase complex subunit 3,"Acetyltransf_1 PF00583 441-536, Pfam-B_13823 PB013823 1-49, Radical_SAM PF04055 96-305","KAT, ELP","Chromatin-modifying enzymes / K-acetyltransferases, Elongator acetyltransferase complex subunits",Histone modification write,Histone acetylation,Pol2 elongator,histone,"H3, H4?",#
23492,CBX7,Reader,chromobox homolog 7,Chromo PF00385 11-60,#,#,Histone modification read,#,PRC1,histone,"H3K9me3, H3K27me3",#
57332,CBX8,Reader,chromobox homolog 8,Chromo PF00385 11-60,#,#,Histone modification read,#,PRC1,histone,"H3K9me3, H3K27me3",#
8535,CBX4,Reader,chromobox homolog 4,"Chromo PF00385 11-60, Pfam-B_16393 PB016393 481-531, Pfam-B_26041 PB026041 401-479, Pfam-B_8537 PB008537 82-281",#,#,Histone modification read,#,PRC1,histone,H3K9me3,#
23466,CBX6,Reader,chromobox homolog 6,"Chromo PF00385 11-60, Pfam-B_41557 PB041557 291-379, Pfam-B_49897 PB049897 381-410",#,#,Histone modification read,#,PRC1,histone,"H3K9me3, H3K27me3",#
84733,CBX2,Reader,chromobox homolog 2,"Chromo PF00385 12-61, Pfam-B_1400 PB001400 249-295",#,#,Histone modification read,#,PRC1,histone,"H3K9me3, H3K27me3",#
2146,EZH2,Writer,enhancer of zeste 2 polycomb repressive complex 2 subunit,"EZH2_WD-Binding PF11616 39-68, SET PF00856 623-727",KMT,Chromatin-modifying enzymes / K-methyltransferases,"Histone modification write, Polycomb group (PcG) protein",Histone methylation,PRC2,histone,H3K27,"H3K27me1, H3K27me2, H3K27me3"
2146,ENX-1,Writer,enhancer of zeste 2 polycomb repressive complex 2 subunit,"EZH2_WD-Binding PF11616 39-68, SET PF00856 623-727",KMT,Chromatin-modifying enzymes / K-methyltransferases,"Histone modification write, Polycomb group (PcG) protein",Histone methylation,PRC2,histone,H3K27,"H3K27me1, H3K27me2, H3K27me3"
2146,KMT6,Writer,enhancer of zeste 2 polycomb repressive complex 2 subunit,"EZH2_WD-Binding PF11616 39-68, SET PF00856 623-727",KMT,Chromatin-modifying enzymes / K-methyltransferases,"Histone modification write, Polycomb group (PcG) protein",Histone methylation,PRC2,histone,H3K27,"H3K27me1, H3K27me2, H3K27me3"
2146,KMT6A,Writer,enhancer of zeste 2 polycomb repressive complex 2 subunit,"EZH2_WD-Binding PF11616 39-68, SET PF00856 623-727",KMT,Chromatin-modifying enzymes / K-methyltransferases,"Histone modification write, Polycomb group (PcG) protein",Histone methylation,PRC2,histone,H3K27,"H3K27me1, H3K27me2, H3K27me3"
2145,EZH1,Writer,enhancer of zeste 1 polycomb repressive complex 2 subunit,"EZH2_WD-Binding PF11616 39-68, SET PF00856 624-728",KMT,Chromatin-modifying enzymes / K-methyltransferases,"Histone modification write, Polycomb group (PcG) protein",Histone methylation,PRC2,histone,H3K27,"H3K27me1, H3K27me2, H3K27me3"
2145,KMT6B,Writer,enhancer of zeste 1 polycomb repressive complex 2 subunit,"EZH2_WD-Binding PF11616 39-68, SET PF00856 624-728",KMT,Chromatin-modifying enzymes / K-methyltransferases,"Histone modification write, Polycomb group (PcG) protein",Histone methylation,PRC2,histone,H3K27,"H3K27me1, H3K27me2, H3K27me3"
26147,PHF19,Reader,PHD finger protein 19,"Mtf2_C PF14061 529-579, PHD PF00628 98-151, Pfam-B_31053 PB031053 1-59","TDRD, PHF","Tudor domain containing, Zinc fingers, PHD-type","Chromatin remodeling, Histone modification write cofactor",Histone acetylation,PRC2,histone,#,#
22823,MTF2,Reader,metal response element binding transcription factor 2,"Mtf2_C PF14061 542-592, PHD PF00628 104-157","TDRD, PHF","Tudor domain containing, “;Zinc fingers, PHD-type“;",Polycomb group (PcG) protein,#,PRC2,histone,H3K36me3,#
83746,L3MBTL2,Reader,l(3)mbt-like 2 (Drosophila),MBT PF02820 214-290 327-395 432-508 540-610,#,#,Histone modification read,#,RING2-L3MBTL2,histone,"H3K4, H3K9, H3K27, H4K20",#
11335,CBX3,Reader,chromobox homolog 3,"Chromo PF00385 30-79, Chromo_shadow PF01393 119-176",#,#,Histone modification read,#,"RING2-L3MBTL2, L3MBTL1",histone,H3K9me3,#
51773,RSF1,Reader,remodeling and spacing factor 1,"PHD PF00628 893-941, WHIM1 PF15612 98-148, WHIM2 PF15613 150-182, WHIM3 PF15614 188-409",PHF,"Zinc fingers, PHD-type",Histone modification read,#,RSF,histone,#,#
51460,SFMBT1,Reader,Scm-like with four mbt domains 1,"DUF3588 PF12140 501-620, MBT PF02820 54-128 167-240 279-356 388-461, Pfam-B_19576 PB019576 672-751, SAM_1 PF00536 794-857",#,#,Polycomb group (PcG) protein,#,SCL,histone,H4K20,#
29117,BRD7,Reader,bromodomain containing 7,"Bromodomain PF00439 140-223, DUF3512 PF12024 286-534, Pfam-B_1543 PB001543 591-649, Pfam-B_64177 PB064177 1-49",#,#,Histone modification read,#,SWI/SNF BRM-BRG1,histone,"H3K9ac, H3K14ac, H3K8ac",#
65980,BRD9,Reader,bromodomain containing 9,"Bromodomain PF00439 143-228, DUF3512 PF12024 268-505, Pfam-B_8260 PB008260 511-595",#,#,Histone modification read,#,SWI/SNF BRM-BRG1,histone,H3,#
5977,DPF2,Reader,"D4, zinc and double PHD fingers family 2","PHD PF00628 272-330 329-376, Requiem_N PF14051 12-85",PHF,"Zinc fingers, PHD-type",Chromatin remodeling,#,SWI/SNF BRM-BRG1,"histone, DNA",#,#
3066,HDAC2,Eraser,histone deacetylase 2,"Hist_deacetyl PF00850 19-321, Pfam-B_46198 PB046198 351-449",#,#,Histone modification erase,Histone acetylation,"SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, NuRD, BHC, MeCP1, mSin3A, core HDAC, mSin3A-like complex, RING2-L3MBTL2, LSD-CoREST",histone,"H2AKac, H2BKac, H3Kac, H4Kac","H2AK, H2BK, H3K, H4K"
3065,HDAC1,Eraser,histone deacetylase 1,"Hist_deacetyl PF00850 18-320, Pfam-B_22185 PB022185 444-478",#,#,Histone modification erase,Histone acetylation,"SWI/SNF_Brm, NuRD, BHC, MeCP1, mSin3A, core HDAC, mSin3A-like complex, RING2-L3MBTL2, CREST-BRG1, LSD-CoREST",histone,"H3, H4",#
10902,BRD8,Reader,bromodomain containing 8,"Bromodomain PF00439 713-799 1112-1195, Pfam-B_19676 PB019676 1-69, Pfam-B_55933 PB055933 71-109",#,#,Histone modification read,#,"SWR, NuA4, NuA4-related complex",histone,#,#
54556,ING3,Reader,"inhibitor of growth family, member 3","ING PF12998 2-104, PHD PF00628 362-409",PHF,"Zinc fingers, PHD-type","Chromatin remodeling, Histone modification write cofactor",Histone acetylation,"SWR, NuA4, Piccolo_NuA4",histone,"H2A, H4",#
10524,KAT5,Writer,K(lysine) acetyltransferase 5,"MOZ_SAS PF01853 285-477, Tudor-knot PF11717 7-65","KAT, ZC2HC","Chromatin-modifying enzymes / K-acetyltransferases, Zinc fingers, C2HC-type containing",Histone modification write,Histone acetylation,"SWR, NuA4, Piccolo_NuA4",histone,"H2AK5, H3K14, H4K5,H4K8, H4K12, H4K16","H2AK5ac, H3K14ac, H4K5ac, H4K8ac, H4K12ac, H4K16ac"
10524,CPLA2,Writer,K(lysine) acetyltransferase 5,"MOZ_SAS PF01853 285-477, Tudor-knot PF11717 7-65","KAT, ZC2HC","Chromatin-modifying enzymes / K-acetyltransferases, Zinc fingers, C2HC-type containing",Histone modification write,Histone acetylation,"SWR, NuA4, Piccolo_NuA4",histone,"H2AK5, H3K14, H4K5,H4K8, H4K12, H4K16","H2AK5ac, H3K14ac, H4K5ac, H4K8ac, H4K12ac, H4K16ac"
10524,ESA 1.00,Writer,K(lysine) acetyltransferase 5,"MOZ_SAS PF01853 285-477, Tudor-knot PF11717 7-65","KAT, ZC2HC","Chromatin-modifying enzymes / K-acetyltransferases, Zinc fingers, C2HC-type containing",Histone modification write,Histone acetylation,"SWR, NuA4, Piccolo_NuA4",histone,"H2AK5, H3K14, H4K5,H4K8, H4K12, H4K16","H2AK5ac, H3K14ac, H4K5ac, H4K8ac, H4K12ac, H4K16ac"
10524,HTATIP,Writer,K(lysine) acetyltransferase 5,"MOZ_SAS PF01853 285-477, Tudor-knot PF11717 7-65","KAT, ZC2HC","Chromatin-modifying enzymes / K-acetyltransferases, Zinc fingers, C2HC-type containing",Histone modification write,Histone acetylation,"SWR, NuA4, Piccolo_NuA4",histone,"H2AK5, H3K14, H4K5,H4K8, H4K12, H4K16","H2AK5ac, H3K14ac, H4K5ac, H4K8ac, H4K12ac, H4K16ac"
10524,HTATIP1,Writer,K(lysine) acetyltransferase 5,"MOZ_SAS PF01853 285-477, Tudor-knot PF11717 7-65","KAT, ZC2HC","Chromatin-modifying enzymes / K-acetyltransferases, Zinc fingers, C2HC-type containing",Histone modification write,Histone acetylation,"SWR, NuA4, Piccolo_NuA4",histone,"H2AK5, H3K14, H4K5,H4K8, H4K12, H4K16","H2AK5ac, H3K14ac, H4K5ac, H4K8ac, H4K12ac, H4K16ac"
10524,PLIP,Writer,K(lysine) acetyltransferase 5,"MOZ_SAS PF01853 285-477, Tudor-knot PF11717 7-65","KAT, ZC2HC","Chromatin-modifying enzymes / K-acetyltransferases, Zinc fingers, C2HC-type containing",Histone modification write,Histone acetylation,"SWR, NuA4, Piccolo_NuA4",histone,"H2AK5, H3K14, H4K5,H4K8, H4K12, H4K16","H2AK5ac, H3K14ac, H4K5ac, H4K8ac, H4K12ac, H4K16ac"
2648,KAT2A,Reader,K(lysine) acetyltransferase 2A,"Acetyltransf_1 PF00583 553-628, Bromodomain PF00439 737-820, PCAF_N PF06466 86-337, Pfam-B_10717 PB010717 1-67",KAT,Chromatin-modifying enzymes / K-acetyltransferases,Histone modification write,Histone acetylation,"TFTC-HAT, SAGA, ATAC, STAGA",histone,#,#
23411,SIR2L1,Eraser,sirtuin 1,"Pfam-B_28511 PB028511 1-109, Pfam-B_5913 PB005913 111-189, Pfam-B_8042 PB008042 611-745, SIR2 PF02146 261-447",#,#,"Histone modification erase, Histone modification write cofactor","Histone acetylation, Histone methylation",,,,
6419,MARCHF1,Writer,membrane associated ring-CH-type finger 1,RINGv (PF12906),RNF,Ring finger proteins,,,,,,
6419,RNF171,Writer,membrane associated ring-CH-type finger 1,RINGv (PF12906),RNF,Ring finger proteins,,,,,,
6419,MARCH-I,Writer,membrane associated ring-CH-type finger 1,RINGv (PF12906),RNF,Ring finger proteins,,,,,,
6419,FLJ20668,Writer,membrane associated ring-CH-type finger 1,RINGv (PF12906),RNF,Ring finger proteins,,,,,,
